env,seed,variant,budget,fallback_mode,task_id,episode_id,success,shortest_edges,variant_edges,edge_overlap_jaccard,edge_overlap_vs_shortest,avoided_edges,new_edges,avoided_edge_ids,new_edge_ids
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,39,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,40,0,14,0,0.0,0.0,14,0,110|605|714|1234|1260|1326|1419|1607|2933|4215|4600|5073|5291|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,41,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,42,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,43,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,44,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,45,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,46,0,15,0,0.0,0.0,15,0,339|353|412|474|788|1006|1513|1910|2270|2458|2992|3082|3910|5285|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,47,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,48,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,49,0,11,0,0.0,0.0,11,0,22|348|656|715|729|1142|1256|1533|1911|5284|5300,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,0,1,16,17,0.8333333333333334,0.9375,1,2,10192,7435|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,1,1,15,16,0.55,0.7333333333333333,4,5,4668|8551|10178|10194,2908|4661|4757|10169|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,2,1,11,11,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,3,0,14,17,0.631578947368421,0.8571428571428571,2,5,10166|10182,12|7627|8120|10176|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,4,1,13,14,0.5,0.6923076923076923,4,5,2657|2811|7765|10178,2918|3193|5084|7770|10168
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,5,1,16,18,0.7894736842105263,0.9375,1,3,10192,4474|7435|10194
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,6,1,15,17,0.6842105263157895,0.8666666666666667,2,4,10177|10195,5504|9049|10172|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,7,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,8,1,14,15,0.20833333333333334,0.35714285714285715,9,10,3996|4355|4882|6285|6532|7539|8929|9284|10166,177|1740|2091|2836|5472|6538|8120|8585|10002|10177
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,9,1,12,14,0.3684210526315789,0.5833333333333334,5,7,4870|8869|9143|10171|10196,2419|2657|2811|7765|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,10,1,16,18,0.7,0.875,2,4,10180|10192,6450|7435|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,11,1,14,15,0.5263157894736842,0.7142857142857143,4,5,1290|1320|4667|10193,1334|4661|4757|6779|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,12,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,13,1,13,15,0.16666666666666666,0.3076923076923077,9,11,3996|4880|6285|6532|7539|8929|9284|10166|10185,177|1740|2091|2836|5472|6538|8120|8585|10002|10177|10182
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,14,1,12,14,0.3684210526315789,0.5833333333333334,5,7,4870|8869|9143|10171|10196,2419|2918|5084|7770|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,15,1,16,18,0.7,0.875,2,4,10180|10192,6450|7435|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,16,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,17,1,10,10,0.8181818181818182,0.9,1,1,10188,10189
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,18,1,14,15,0.16,0.2857142857142857,10,11,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,189|1740|2091|2836|5472|6538|8120|8585|10002|10177|10190
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,19,1,12,14,0.4444444444444444,0.6666666666666666,4,6,2918|5084|10172|10196,2657|2811|7765|9985|10178|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,20,1,16,17,0.8333333333333334,0.9375,1,2,10192,7435|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,21,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9061|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,22,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,23,0,14,17,0.631578947368421,0.8571428571428571,2,5,10166|10182,12|7627|8120|10176|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,24,1,13,14,0.2857142857142857,0.46153846153846156,7,8,2419|2657|2811|6516|7835|7992|10178,313|1305|2816|3193|4090|4664|6807|10168
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,25,1,15,17,0.6842105263157895,0.8666666666666667,2,4,1270|10187,1278|7435|8842|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,26,1,14,16,0.5,0.7142857142857143,4,6,1290|1320|4667|10193,1334|4661|4757|6779|9054|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,27,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,28,1,15,16,0.19230769230769232,0.3333333333333333,10,11,3996|4355|4882|6285|6532|7539|8929|9284|10166|10196,177|1740|2091|2836|5472|6538|8120|8585|10002|10177|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,29,1,13,14,0.22727272727272727,0.38461538461538464,8,9,2419|2657|6516|7765|7835|7992|10179|10186,313|388|1305|1569|2652|4090|6456|10166|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,30,1,15,17,0.6,0.8,3,5,1270|10180|10188,1278|8842|10165|10181|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,31,1,14,17,0.55,0.7857142857142857,3,6,4667|10178|10194,4661|4757|5504|9054|10172|10189
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,32,1,11,11,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,33,1,14,17,0.631578947368421,0.8571428571428571,2,5,10166|10182,12|7627|8120|10176|10196
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,34,1,12,13,0.25,0.4166666666666667,7,8,4870|6516|7835|7992|8869|9143|10196,313|1305|4090|4664|4858|6807|9991|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,35,1,16,17,0.7368421052631579,0.875,2,3,8896|10179,6450|9978|10176
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,36,1,15,17,0.6842105263157895,0.8666666666666667,2,4,10178|10195,5504|9049|10172|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,37,1,11,11,0.8333333333333334,0.9090909090909091,1,1,10187,10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,38,0,14,15,0.16,0.2857142857142857,10,11,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,1740|2091|2836|5478|6538|7627|8120|8585|10002|10176|10186
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,39,1,13,14,0.5,0.6923076923076923,4,5,2657|2811|7765|10196,2918|5084|7770|9991|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,40,1,15,17,0.5238095238095238,0.7333333333333333,4,6,1270|8896|10179|10188,1278|6450|8842|9978|10176|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,41,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,42,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,43,1,15,17,0.23076923076923078,0.4,9,11,3996|4355|4882|6285|6532|7539|8929|9284|10166,177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,44,1,13,14,0.42105263157894735,0.6153846153846154,5,6,2657|2811|6456|10175|10196,1564|1577|2918|9991|10166|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,1,45,1,15,17,0.5238095238095238,0.7333333333333333,4,6,1270|8896|10179|10188,1278|8842|9978|10165|10181|10192
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,2,46,1,14,16,0.5789473684210527,0.7857142857142857,3,5,4667|10178|10193,2908|4661|4757|10169|10196
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,3,47,1,9,9,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,4,48,1,15,17,0.18518518518518517,0.3333333333333333,10,12,3996|4355|4882|6285|6532|7539|8929|9284|10166|10196,177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,progress_stall_v2,5,49,1,12,13,0.13636363636363635,0.25,9,10,2419|2657|2811|3381|6516|7835|7992|10168|10193,313|1305|2816|3387|4090|4664|6807|7765|10179|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,0,1,15,17,0.5238095238095238,0.7333333333333333,4,6,1270|8896|10179|10187,1278|8842|9978|10165|10181|10192
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,1,1,15,16,0.7222222222222222,0.8666666666666667,2,3,10178|10195,2908|10169|10194
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,2,1,11,11,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,3,0,14,17,0.631578947368421,0.8571428571428571,2,5,10166|10182,5|7627|8120|10176|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,4,1,13,14,0.2857142857142857,0.46153846153846156,7,8,2419|2657|6516|7835|7992|10178|10195,313|388|1305|2652|3193|4090|10168|10196
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,5,1,16,17,0.375,0.5625,7,8,1425|3145|3523|5466|6953|8397|10192,3138|3252|3652|4037|4640|6387|7435|10189
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,6,1,15,17,0.6842105263157895,0.8666666666666667,2,4,10177|10195,5504|9049|10172|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,7,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,8,1,14,15,0.16,0.2857142857142857,10,11,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,189|1740|2091|2836|5472|6538|8120|8585|10002|10177|10190
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,9,1,12,14,0.3684210526315789,0.5833333333333334,5,7,4870|8869|9143|10171|10196,2419|2657|2811|7765|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,10,1,16,18,0.7,0.875,2,4,10180|10192,6450|7435|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,11,1,14,16,0.6666666666666666,0.8571428571428571,2,4,4667|10193,4661|4757|9054|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,12,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,13,0,14,15,0.20833333333333334,0.35714285714285715,9,10,3996|4355|4882|6285|6532|7539|8929|9284|10166,177|1740|2091|2836|5472|6538|8120|8585|10002|10177
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,14,1,12,14,0.3684210526315789,0.5833333333333334,5,7,4870|8869|9143|10171|10196,2419|2918|5084|7770|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,15,1,16,18,0.7,0.875,2,4,10180|10192,6450|7435|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,16,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,17,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,18,0,14,15,0.16,0.2857142857142857,10,11,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,189|1740|2091|2836|5472|6538|8120|8585|10002|10177|10190
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,19,1,12,14,0.4444444444444444,0.6666666666666666,4,6,2918|5084|10172|10196,2657|2811|7765|9985|10178|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,20,1,16,17,0.8333333333333334,0.9375,1,2,10192,7435|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,21,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,22,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,23,1,14,16,0.5,0.7142857142857143,4,6,4355|4882|10166|10182,2611|4880|7627|8120|10176|10190
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,24,1,13,14,0.2857142857142857,0.46153846153846156,7,8,2419|2657|2811|6516|7835|7992|10178,313|1305|2816|3193|4090|4664|6807|10168
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,25,1,15,17,0.6842105263157895,0.8666666666666667,2,4,1270|10187,1278|7435|8842|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,26,1,14,16,0.5,0.7142857142857143,4,6,1290|1320|4667|10193,1334|4661|4757|6779|9054|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,27,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,28,0,14,16,0.15384615384615385,0.2857142857142857,10,12,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,5|177|1740|2091|2836|5472|6538|8120|8585|10002|10177|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,29,1,13,14,0.17391304347826086,0.3076923076923077,9,10,2419|2657|3389|6516|7765|7835|7992|10179|10196,313|388|1305|1569|2652|3376|4090|6456|10166|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,30,1,15,17,0.6,0.8,3,5,1270|10180|10188,1278|8842|10165|10181|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,31,1,15,17,0.391304347826087,0.6,6,8,308|396|2662|2822|10178|10191,331|4661|4757|5504|6819|9054|10172|10189
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,32,1,11,11,0.6923076923076923,0.8181818181818182,2,2,8139|10189,8138|10187
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,33,1,14,17,0.631578947368421,0.8571428571428571,2,5,10166|10182,12|7627|8120|10176|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,34,1,12,13,0.13636363636363635,0.25,9,10,3376|4870|5452|6516|7835|7992|8869|9143|10186,313|1305|3389|4092|4664|4858|5697|6807|9991|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,35,1,16,17,0.7368421052631579,0.875,2,3,8896|10179,6450|9978|10176
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,36,1,15,17,0.6842105263157895,0.8666666666666667,2,4,10178|10195,5504|9049|10172|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,37,1,11,11,0.8333333333333334,0.9090909090909091,1,1,10187,10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,38,1,14,16,0.2,0.35714285714285715,9,11,3996|4355|4882|6285|6532|7539|8929|9284|10166,177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,39,1,13,14,0.5,0.6923076923076923,4,5,2657|2811|7765|10196,2918|5084|7770|9991|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,40,1,15,17,0.5238095238095238,0.7333333333333333,4,6,1270|8896|10179|10188,1278|6450|8842|9978|10176|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,41,1,15,16,0.8235294117647058,0.9333333333333333,1,2,10195,9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,42,1,10,10,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,43,1,15,17,0.23076923076923078,0.4,9,11,3996|4355|4882|6285|6532|7539|8929|9284|10166,177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,44,1,13,14,0.42105263157894735,0.6153846153846154,5,6,2657|2811|6456|10175|10196,1564|1577|2918|9985|10166|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,1,45,1,15,17,0.5238095238095238,0.7333333333333333,4,6,1270|8896|10179|10187,1278|8842|9978|10165|10181|10192
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,2,46,1,14,16,0.5789473684210527,0.7857142857142857,3,5,4667|10178|10193,2908|4661|4757|10169|10196
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,3,47,1,9,9,1.0,1.0,0,0,,
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,4,48,1,14,17,0.14814814814814814,0.2857142857142857,10,13,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,5|177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,3.0,none,5,49,1,12,14,0.4444444444444444,0.6666666666666666,4,6,2657|2811|10168|10195,1564|1582|2918|5084|10166|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,0,1,15,18,0.2692307692307692,0.4666666666666667,8,11,3898|6972|7046|7166|8896|9807|10179|10183,1278|1777|4490|6953|7435|7932|8842|9978|10165|10181|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,1,1,15,18,0.17857142857142858,0.3333333333333333,10,13,331|1290|1320|1870|4668|6819|7707|8551|10178|10194,516|2372|2413|2908|3837|6522|7709|7840|7980|8267|9049|10169|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,2,1,11,12,0.7692307692307693,0.9090909090909091,1,2,10187,3704|10194
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,3,0,14,17,0.14814814814814814,0.2857142857142857,10,13,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,5|177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,4,1,13,15,0.12,0.23076923076923078,10,12,2419|2657|2811|3387|6516|7765|7835|7992|10178|10196,313|1305|1569|3389|4090|4664|6468|6807|7575|9991|10166|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,5,1,16,20,0.2857142857142857,0.5,8,12,1777|2525|4490|5466|6953|8397|10169|10192,519|4474|5444|6856|6972|7435|8339|9811|9978|10165|10181|10194
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,6,1,15,18,0.17857142857142858,0.3333333333333333,10,13,331|1290|1320|1870|4661|4757|6819|7707|10177|10195,516|2372|2411|2937|5504|6522|7709|7840|7980|8267|9049|10172|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,7,1,10,11,0.75,0.9,1,2,10187,3690|10186
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,8,0,14,16,0.07142857142857142,0.14285714285714285,12,14,66|3996|4355|4882|6285|6532|7539|8929|9284|9631|10166|10182,54|91|189|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176|10191
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,9,1,12,15,0.17391304347826086,0.3333333333333333,8,11,4870|6516|7835|7992|8869|9143|10171|10196,313|1305|4090|4664|6468|6807|7575|7773|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,10,1,16,18,0.4782608695652174,0.6875,5,7,1777|4490|6953|10180|10192,6450|6972|7435|8339|9811|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,11,1,14,16,0.25,0.42857142857142855,8,10,331|1290|1320|1870|4667|6819|7707|10193,2411|2937|6867|7730|7840|7980|8267|9054|9482|10187
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,12,1,10,11,0.75,0.9,1,2,10187,3704|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,13,1,14,16,0.0,0.0,14,16,66|3917|3996|4355|4882|6285|6532|7365|7539|8929|9284|9631|10166|10182,54|88|128|189|1740|2143|2998|4579|5016|5043|5472|6183|8120|8585|10177|10190
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,14,1,12,16,0.16666666666666666,0.3333333333333333,8,12,4870|6516|7835|7992|8869|9143|10171|10196,313|1305|3193|4090|4664|6468|6807|7575|7773|9985|10168|10194
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,15,1,16,19,0.34615384615384615,0.5625,7,10,1777|4490|5466|6953|8397|10180|10192,519|5444|6450|6856|6972|7435|8339|9811|10177|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,16,1,15,17,0.18518518518518517,0.3333333333333333,10,12,331|777|1290|1320|1870|4661|4757|6819|7707|10195,756|794|2411|2937|4123|4827|6867|7840|7980|8267|9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,17,1,10,11,0.6153846153846154,0.8,2,3,8973|10180,459|8585|10166
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,18,1,14,17,0.14814814814814814,0.2857142857142857,10,13,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,12|177|1740|2091|2836|5472|6538|7627|8120|8585|10002|10176|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,19,1,12,15,0.17391304347826086,0.3333333333333333,8,11,2419|2918|5084|6516|7835|7992|10172|10196,313|1305|4090|4664|6468|6807|7575|7773|9991|10178|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,20,1,15,18,0.5,0.7333333333333333,4,7,1270|8896|10179|10187,1278|7435|8842|9978|10165|10181|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,21,1,15,17,0.23076923076923078,0.4,9,11,331|1290|1320|1870|4661|4757|6819|7707|10195,516|2372|2411|2937|6522|7709|7840|7980|8267|9049|10184
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,22,1,10,11,0.4,0.6,4,5,8139|8973|10180|10188,7879|8138|8585|10177|10187
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,23,0,14,17,0.14814814814814814,0.2857142857142857,10,13,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,189|1740|2091|2836|5472|6066|6538|7627|8120|8585|10002|10176|10195
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,24,1,13,16,0.16,0.3076923076923077,9,12,2419|2657|2811|6516|7765|7835|7992|10178|10196,313|1305|3193|4090|4664|6468|6807|7575|7773|9985|10168|10193
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,25,1,15,18,0.5,0.7333333333333333,4,7,1270|8896|10179|10187,1278|7435|8842|9978|10165|10181|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,26,1,14,18,0.18518518518518517,0.35714285714285715,9,13,331|1290|1320|1870|4667|6819|7707|10178|10193,516|2372|2413|3837|5504|6522|7709|7840|7980|8267|9054|10172|10188
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,27,0,10,12,0.375,0.6,4,6,7744|8139|10179|10188,3710|3746|8138|8585|10172|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,28,1,14,17,0.14814814814814814,0.2857142857142857,10,13,3996|4355|4882|6285|6532|7539|8929|9284|10166|10182,189|1740|2091|2836|5472|6059|6538|7627|8120|8585|10002|10176|10185
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,29,1,13,15,0.07692307692307693,0.15384615384615385,11,13,2419|2657|2811|3376|5452|6516|7765|7835|7992|10179|10185,313|1305|1569|3389|4092|4664|5697|6468|6807|7575|9991|10166|10197
antmaze-medium-stitch-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,30,1,15,18,0.17857142857142858,0.3333333333333333,10,13,1270|1425|1777|3523|4490|5466|6953|8397|10180|10188,1278|4968|5190|5464|6522|6972|7830|8339|8842|9811|10165|10181|10193
